#name longitude/X latitude/Y height/Z roll pitch yaw
#seconds_offset: 0
GOPR0558.JPG 0.6878947 41.7974063 9.223372036854776E16 0.89 -6.33 202.11
GOPR0559.JPG 0.6879789 41.7972899 9.223372036854776E16 3.91 -2.75 142.86
GOPR0560.JPG 0.6876313 41.797251 9.223372036854776E16 -4.78 -5.64 256.78
GOPR0561.JPG 0.6874863 41.7973778 9.223372036854776E16 -3.21 -3.57 316.74
GOPR0562.JPG 0.6874193 41.7975496 9.223372036854776E16 -2.33 0.29 346.47
GOPR0563.JPG 0.6876926 41.797573 9.223372036854776E16 4.91 0.69 85.89
GOPR0564.JPG 0.6875891 41.7977422 9.223372036854776E16 -2.89 -0.8 335.14
GOPR0565.JPG 0.6876126 41.7979019 9.223372036854776E16 -1.32 0.38 6.8
GOPR0566.JPG 0.6879261 41.7979271 9.223372036854776E16 4.5 -0.57 86.62
GOPR0567.JPG 0.6880203 41.7976811 9.223372036854776E16 2.49 -6.35 164.49
GOPR0568.JPG 0.6881058 41.7978322 9.223372036854776E16 2.32 -2.05 20.25
